1939288397	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"laptop"	[2]	[]	-
1939297943	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"laptop"	[18]	[]	-
1939344583	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"server"	[10,1]	["you","actually","make"]	-
1939364132	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"server"	[]	[]	-
1939382618	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"laptop"	[3]	[]	-
1939385647	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"printer"	[14,6,0]	["you","huge"]	-
1939408014	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"server"	[]	["for"]	-
1939416606	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"printer"	[10,6,16,14,14,4]	["catch"]	-
1939429935	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"printer"	[9]	[]	-
1939458336	"business"	"la"	"IE"	"in"	"en"	"Mac"	0	"laptop"	[9,16,16]	["bit","you"]	-
440836378	"business"	"in"	"Chrome"	"us"	"en"	"win8"	1	"printer"	[19,15,12,12,15,1,7,1,5,12,7,1]	[]	-
440843440	"business"	"in"	"Chrome"	"us"	"en"	"win8"	1	"server"	[]	[]	-
440847562	"business"	"in"	"Chrome"	"us"	"en"	"win8"	1	"laptop"	[7,10]	[]	-
2449909885	"graphic arts"	"co"	"IE"	"in"	"sp"	"win7"	2	"server"	[17,18]	[]	-
2449941748	"graphic arts"	"co"	"IE"	"in"	"sp"	"win7"	2	"printer"	[]	[]	-
2449950389	"graphic arts"	"co"	"IE"	"in"	"sp"	"win7"	2	"laptop"	[16]	[]	-
2264233774	"graphic arts"	"ny"	"Chrome"	"us"	"cn"	"win8"	3	"printer"	[]	["the","getting","and","red"]	-
2264238455	"graphic arts"	"ny"	"Chrome"	"us"	"cn"	"win8"	3	"laptop"	[16]	[]	-
2264292000	"graphic arts"	"ny"	"Chrome"	"us"	"cn"	"win8"	3	"laptop"	[15,4]	["ears","thanks"]	-
1577936388	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"laptop"	[]	[]	-
1577952459	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"laptop"	[17,11,1,16,10,7]	["with"]	-
1577957572	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"laptop"	[15,12]	[]	-
1577962280	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"printer"	[2,9,0,7,19,8]	[]	-
1577971541	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"laptop"	[]	["not"]	-
1578024412	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"laptop"	[12]	[]	-
1578041177	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"printer"	[11,0,13,11,5,1,14,8,9]	[]	-
1578047780	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"printer"	[11,16,12]	["but"]	-
1578053077	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"laptop"	[]	[]	-
1578068862	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"printer"	[19]	[]	-
1578083072	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"server"	[]	[]	-
1578096839	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"server"	[4,2,3,1]	[]	-
1578101224	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"laptop"	[]	["second"]	-
1578101272	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"printer"	[7,2,14]	["their","burns"]	-
1578127512	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"server"	[1]	[]	-
1578153778	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"server"	[1,13,7,14,1]	["a"]	-
1578187462	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"printer"	[2]	[]	-
1578189931	"graphic arts"	"nj"	"Chrome"	"uk"	"jp"	"Mac"	4	"laptop"	[]	[]	-
1544124347	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"laptop"	[4,11]	["groaning"]	-
1544137032	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"server"	[]	["should"]	-
1544144628	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"printer"	[6,15,4]	[]	-
1544156806	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"server"	[]	["here","everything","right","if"]	-
1544195627	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"printer"	[19,5,17,19,1,8]	["my","it"]	-
1544212712	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"laptop"	[15,5,7,4,7,17,12]	[]	-
1544222288	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"server"	[8]	["oh"]	-
1544287802	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"laptop"	[]	[]	-
1544323078	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"printer"	[17,11,16,8,4,12]	[]	-
1544333313	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"server"	[3,12]	["team"]	-
1544334292	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"printer"	[6,19,6,14]	[]	-
1544354229	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"laptop"	[0]	[]	-
1544354588	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"laptop"	[17,11]	[]	-
1544364527	"consumer"	"fl"	"Chrome"	"de"	"cn"	"win7"	5	"server"	[]	[]	-
583003496	"business"	"in"	"IE"	"mx"	"en"	"win7"	6	"laptop"	[]	[]	-
583010780	"business"	"in"	"IE"	"mx"	"en"	"win7"	6	"server"	[18,8,10]	[]	-
1186486685	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[16,0]	[]	-
1186498404	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[2,17,12,1]	[]	-
1186542446	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[]	[]	-
1186546561	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[9,10]	[]	-
1186556930	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[17,4]	[]	-
1186564425	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[16,9]	[]	-
1186604696	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[]	[]	-
1186611293	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[15,5]	["better"]	-
1186626783	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[0,0,13,15,9]	[]	-
1186634689	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[16,1]	["get"]	-
1186700202	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[19,16]	[]	-
1186700888	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[]	[]	-
1186724968	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[8,9]	[]	-
1186754947	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[17,1,10,13,12,17]	[]	-
1186771708	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[12]	["bucket"]	-
1186783669	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[9]	[]	-
1186796465	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[17]	[]	-
1186842356	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[4]	["please","such"]	-
1186920356	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[7,8]	["laughing","yo"]	-
1186923707	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[]	[]	-
1186967015	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[]	[]	-
1186967067	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[18,11,16]	["lurleen"]	-
1186981052	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[18,6]	[]	-
1186997683	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[14,19]	[]	-
1187076260	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[13,4,5,7,1]	["is"]	-
1187086567	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[11,7,15,2]	[]	-
1187119606	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[10,16,6]	[]	-
1187125829	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[]	["my"]	-
1187153740	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[6,13]	["like"]	-
1187196386	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[10]	[]	-
1187220941	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[]	[]	-
1187224832	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[5,10]	[]	-
1187237998	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[10,6,5]	["okay","war"]	-
1187240871	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[17,18,3,5,18,16,12]	[]	-
1187246365	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[]	[]	-
1187280933	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[0,8]	[]	-
1187286543	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[]	["we"]	-
1187297371	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[16,9,7,5,1]	[]	-
1187323921	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[]	[]	-
1187362284	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[2,11,1,11,14,18]	[]	-
1187364703	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[]	["i"]	-
1187374054	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[13,9,13,13,2,17,18,14,6,18]	[]	-
1187379302	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[10]	["she"]	-
1187397513	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[2,14,2]	[]	-
1187406121	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[11,0,0,5,6,16,12,15]	["that","i'm"]	-
1187431655	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[1,18]	[]	-
1187442891	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[]	["moe","boss","explored"]	-
1187449238	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[]	[]	-
1187466854	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[9]	["summer","to"]	-
1187474330	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[]	[]	1
1187475765	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[9]	[]	-
1187479533	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"server"	[9,1,5,16,11]	[]	-
1187511750	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"printer"	[9]	[]	-
1187538530	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[5,3,9]	["homer"]	-
1187547870	"consumer"	"in"	"Mobile"	"mx"	"en"	"win8"	7	"laptop"	[19,0,5,0,9,0,1]	["up"]	-
